  35.01
 944.00
 535898367
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1980 12 23 12	34809.09	0.20	203.84	0.00	1.87	1.87	471.18
1980 12 24 12	34809.09	1.44	184.55	0.00	1.79	1.79	457.45
1980 12 25 12	34879.53	0.52	265.61	0.00	-3.76	-3.76	275.23
1980 12 26 12	34905.60	0.02	304.54	0.00	-5.26	-5.26	252.45
1980 12 27 12	34905.60	0.09	300.06	0.00	-2.64	-2.64	324.21
1980 12 28 12	34905.60	0.17	242.83	0.00	1.63	1.63	454.00
1980 12 29 12	34905.60	1.50	216.72	0.00	6.19	6.19	612.61
1980 12 30 12	34905.60	2.31	198.79	0.00	6.22	6.22	614.47
1980 12 31 12	34905.60	0.61	264.35	0.00	1.28	1.28	431.58
1981 01 01 12	34905.60	0.00	293.14	0.00	0.71	0.71	383.28
1981 01 02 12	34905.60	0.00	281.97	0.00	-1.40	-1.40	333.00
1981 01 03 12	34905.60	0.00	320.81	0.00	0.13	0.13	348.49
1981 01 04 12	34905.60	0.00	306.25	0.00	0.45	0.45	335.70
1981 01 05 12	34981.65	0.00	336.29	0.00	-5.99	-5.99	205.95
1981 01 06 12	35225.12	1.29	274.94	0.00	-2.36	-2.36	290.85
1981 01 07 12	35251.20	1.27	230.90	0.00	-1.53	-1.53	331.13
1981 01 08 12	35251.20	0.28	361.19	0.00	-4.36	-4.36	252.46
1981 01 09 12	35251.20	0.00	352.04	0.00	-2.37	-2.37	284.10
1981 01 10 12	35251.20	0.00	345.80	0.00	-2.71	-2.71	274.57
1981 01 11 12	35251.20	0.00	345.85	0.00	-6.22	-6.22	202.13
1981 01 12 12	35412.75	0.00	372.01	0.00	-9.37	-9.37	156.90
1981 01 13 12	35596.80	0.00	374.36	0.00	-5.19	-5.19	224.11
1981 01 14 12	35596.80	0.00	367.87	0.00	-0.29	-0.29	335.51
1981 01 15 12	35596.80	0.00	324.72	0.00	1.86	1.86	407.02
1981 01 16 12	35596.80	0.00	351.42	0.00	-0.22	-0.22	332.71
1981 01 17 12	35758.35	0.00	345.60	0.00	-3.01	-3.01	266.15
1981 01 18 12	35942.40	0.00	374.95	0.00	-1.09	-1.09	291.77
1981 01 19 12	35942.40	0.00	376.32	0.00	3.82	3.82	404.87
1981 01 20 12	35942.40	6.58	234.33	0.00	4.99	4.99	534.02
1981 01 21 12	35942.40	3.30	117.71	0.00	3.43	3.43	596.18
1981 01 22 12	36288.00	0.37	217.85	0.00	3.69	3.69	587.57
1981 01 23 12	36288.00	0.00	343.92	0.00	2.72	2.72	449.03
1981 01 24 12	36288.00	0.00	370.22	0.00	2.63	2.63	382.64
1981 01 25 12	36288.00	0.00	367.98	0.00	5.10	5.10	464.71
1981 01 26 12	36633.60	0.10	305.03	0.00	8.11	8.11	621.88
1981 01 27 12	36633.60	0.70	220.88	0.00	8.90	8.90	698.75
1981 01 28 12	36633.60	0.22	308.10	0.00	4.31	4.31	509.51
1981 01 29 12	36709.65	0.05	352.29	0.00	2.91	2.91	423.49
1981 01 30 12	36979.20	5.66	234.80	0.00	3.75	3.75	455.64
1981 01 31 12	36979.20	2.01	317.18	0.00	-2.20	-2.20	299.38
1981 02 01 12	36979.20	18.58	249.55	0.00	-1.02	-1.02	351.07
1981 02 02 12	37324.80	11.01	274.34	0.00	-0.23	-0.23	350.16
1981 02 03 12	37324.80	1.61	386.64	0.00	-7.10	-7.10	201.32
1981 02 04 12	37324.80	0.00	391.78	0.00	-5.56	-5.56	215.86
1981 02 05 12	37486.35	0.00	420.30	0.00	-5.55	-5.55	214.98
1981 02 06 12	37670.40	0.00	412.43	0.00	-0.77	-0.77	319.68
1981 02 07 12	37670.40	0.85	280.73	0.00	1.87	1.87	431.62
1981 02 08 12	37746.44	0.67	261.02	0.00	2.38	2.38	454.04
1981 02 09 12	38016.00	0.13	436.91	0.00	-0.62	-0.62	333.63
1981 02 10 12	38016.00	44.90	244.20	0.00	2.94	2.94	470.24
1981 02 11 12	38034.91	28.67	339.97	0.00	0.48	0.48	353.75
1981 02 12 12	38361.60	4.57	456.54	0.00	-4.99	-4.99	211.48
1981 02 13 12	38361.60	0.00	463.12	0.00	-3.42	-3.42	245.61
1981 02 14 12	38437.65	0.00	464.91	0.00	1.16	1.16	353.08
1981 02 15 12	38707.20	0.01	417.66	0.00	4.66	4.66	500.53
1981 02 16 12	38707.20	1.14	306.80	0.00	7.71	7.71	699.99
1981 02 17 12	38868.75	21.38	240.70	0.00	8.76	8.76	832.95
1981 02 18 12	39052.80	37.75	144.80	0.00	9.87	9.87	980.69
1981 02 19 12	39052.80	18.15	162.67	0.00	9.81	9.81	968.38
1981 02 20 12	39398.40	2.80	300.08	0.00	8.78	8.78	810.99
1981 02 21 12	39398.40	0.05	445.85	0.00	9.08	9.08	680.69
1981 02 22 12	39398.40	5.94	332.40	0.00	8.22	8.22	624.26
1981 02 23 12	39744.00	9.28	282.03	0.00	6.74	6.74	632.78
1981 02 24 12	39744.00	2.43	420.04	0.00	5.43	5.43	574.29
1981 02 25 12	39744.00	0.00	473.19	0.00	6.92	6.92	536.97
1981 02 26 12	40089.60	0.00	469.98	0.00	9.95	9.95	588.29
1981 02 27 12	40089.60	0.00	477.55	0.00	9.38	9.38	567.55
1981 02 28 12	40251.15	0.07	370.67	0.00	10.59	10.59	679.18
1981 03 01 12	40435.20	0.02	427.79	0.00	13.32	13.32	853.46
1981 03 02 12	40435.20	0.00	441.10	0.00	9.83	9.83	688.43
1981 03 03 12	40780.80	1.03	406.16	0.00	6.16	6.16	543.82
1981 03 04 12	40780.80	13.73	268.87	0.00	6.27	6.27	650.69
1981 03 05 12	40780.80	10.60	274.44	0.00	7.92	7.92	720.10
1981 03 06 12	41126.40	2.05	466.28	0.00	5.24	5.24	534.43
1981 03 07 12	41126.40	0.00	471.86	0.00	5.43	5.43	493.80
1981 03 08 12	41472.00	0.00	491.99	0.00	2.42	2.42	380.48
1981 03 09 12	41472.00	0.00	503.84	0.00	3.25	3.25	386.45
1981 03 10 12	41472.00	0.00	501.13	0.00	4.47	4.47	425.24
1981 03 11 12	41817.60	0.00	500.77	0.00	4.92	4.92	446.01
1981 03 12 12	41817.60	0.00	509.87	0.00	6.04	6.04	465.22
1981 03 13 12	41836.52	0.13	467.32	0.00	6.13	6.13	462.44
1981 03 14 12	42163.20	0.55	385.33	0.00	6.35	6.35	481.06
1981 03 15 12	42163.20	0.55	444.44	0.00	6.55	6.55	492.56
1981 03 16 12	42508.80	1.35	348.85	0.00	5.73	5.73	516.50
1981 03 17 12	42508.80	0.41	526.89	0.00	5.22	5.22	484.47
1981 03 18 12	42508.80	2.56	336.64	0.00	8.04	8.04	621.39
1981 03 19 12	42854.40	1.05	363.80	0.00	2.80	2.80	453.72
1981 03 20 12	42854.40	0.65	399.78	0.00	1.90	1.90	396.34
1981 03 21 12	43200.00	0.87	447.57	0.00	2.84	2.84	415.69
1981 03 22 12	43200.00	9.99	317.13	0.00	2.86	2.86	481.01
1981 03 23 12	43200.00	3.48	401.87	0.00	3.74	3.74	502.14
1981 03 24 12	43545.60	0.07	527.78	0.00	4.84	4.84	486.36
1981 03 25 12	43545.60	0.00	541.30	0.00	6.03	6.03	506.16
1981 03 26 12	43891.20	0.00	542.21	0.00	7.95	7.95	570.05
1981 03 27 12	43891.20	0.00	538.42	0.00	10.24	10.24	658.63
1981 03 28 12	43891.20	0.00	540.79	0.00	10.78	10.78	713.56
1981 03 29 12	44236.80	19.37	315.78	0.00	11.74	11.74	908.70
1981 03 30 12	44236.80	35.22	339.25	0.00	14.13	14.13	1058.51
1981 03 31 12	44563.48	11.61	398.84	0.00	14.71	14.71	1014.58
1981 04 01 12	44582.40	4.63	370.03	0.00	17.74	17.74	1189.99
1981 04 02 12	44582.40	1.32	530.06	0.00	15.99	15.99	994.21
1981 04 03 12	44928.00	0.00	554.94	0.00	13.23	13.23	824.25
1981 04 04 12	44928.00	5.81	364.67	0.00	14.97	14.97	1072.71
1981 04 05 12	44928.00	14.10	266.78	0.00	16.25	16.25	1218.37
1981 04 06 12	45273.60	4.05	529.04	0.00	9.39	9.39	712.16
1981 04 07 12	45273.60	0.00	560.67	0.00	7.13	7.13	578.63
1981 04 08 12	45619.20	0.00	529.85	0.00	9.83	9.83	782.03
1981 04 09 12	45619.20	5.34	298.09	0.00	14.66	14.66	1129.82
1981 04 10 12	45619.20	1.78	554.34	0.00	14.67	14.67	1026.30
1981 04 11 12	45964.80	0.00	501.89	0.00	18.18	18.18	1246.42
1981 04 12 12	45964.80	0.00	530.38	0.00	17.93	17.93	1214.36
1981 04 13 12	46148.85	0.11	487.44	0.00	18.41	18.41	1248.38
1981 04 14 12	46310.40	2.23	372.56	0.00	19.09	19.09	1349.10
1981 04 15 12	46310.40	2.64	396.17	0.00	16.92	16.92	1111.75
1981 04 16 12	46656.00	0.63	579.33	0.00	10.77	10.77	732.44
1981 04 17 12	46656.00	4.56	399.65	0.00	11.38	11.38	890.25
1981 04 18 12	46656.00	2.59	377.76	0.00	17.66	17.66	1310.92
1981 04 19 12	47001.60	0.76	419.22	0.00	17.81	17.81	1281.91
1981 04 20 12	47001.60	1.68	365.39	0.00	18.19	18.19	1305.58
1981 04 21 12	47001.60	1.24	389.28	0.00	14.26	14.26	1068.27
1981 04 22 12	47347.20	1.30	340.38	0.00	12.49	12.49	1048.50
1981 04 23 12	47347.20	7.54	345.89	0.00	15.91	15.91	1216.07
1981 04 24 12	47531.25	2.97	433.46	0.00	14.03	14.03	986.22
1981 04 25 12	47692.80	0.19	577.69	0.00	11.15	11.15	781.31
1981 04 26 12	47692.80	0.00	593.12	0.00	14.36	14.36	905.09
1981 04 27 12	47962.35	0.00	573.34	0.00	18.31	18.31	1104.73
1981 04 28 12	48038.40	0.00	584.61	0.00	17.63	17.63	1072.08
1981 04 29 12	48038.40	0.94	422.26	0.00	18.65	18.65	1223.89
1981 04 30 12	48365.09	0.39	457.54	0.00	19.00	19.00	1250.20
1981 05 01 12	48384.00	0.03	569.07	0.00	16.79	16.79	1019.70
1981 05 02 12	48384.00	0.26	462.54	0.00	11.76	11.76	747.20
1981 05 03 12	48653.56	0.09	607.40	0.00	10.58	10.58	671.62
1981 05 04 12	48729.60	0.00	606.61	0.00	14.13	14.13	814.87
1981 05 05 12	48729.60	0.00	588.64	0.00	17.66	17.66	1078.20
1981 05 06 12	48913.65	5.27	397.21	0.00	19.43	19.43	1315.78
1981 05 07 12	49075.20	4.83	248.11	0.00	15.18	15.18	1144.77
1981 05 08 12	49075.20	1.02	584.39	0.00	11.57	11.57	834.37
1981 05 09 12	49075.20	0.76	451.13	0.00	13.60	13.60	972.56
1981 05 10 12	49420.80	27.26	298.35	0.00	15.69	15.69	1217.19
1981 05 11 12	49420.80	20.98	264.21	0.00	13.37	13.37	1079.52
1981 05 12 12	49420.80	3.99	601.23	0.00	12.37	12.37	822.52
1981 05 13 12	49690.35	0.00	596.25	0.00	14.15	14.15	862.37
1981 05 14 12	49766.40	1.65	431.36	0.00	14.89	14.89	954.03
1981 05 15 12	49766.40	5.29	422.00	0.00	13.99	13.99	902.28
1981 05 16 12	49766.40	1.61	544.04	0.00	11.39	11.39	808.56
1981 05 17 12	50112.00	2.20	317.52	0.00	13.95	13.95	1082.79
1981 05 18 12	50112.00	5.15	425.61	0.00	16.09	16.09	1172.65
1981 05 19 12	50112.00	9.55	376.56	0.00	18.57	18.57	1313.82
1981 05 20 12	50112.00	8.42	335.81	0.00	15.21	15.21	1111.48
1981 05 21 12	50457.60	3.31	429.78	0.00	13.77	13.77	915.98
1981 05 22 12	50457.60	0.47	611.69	0.00	14.11	14.11	818.97
1981 05 23 12	50457.60	0.00	601.19	0.00	16.51	16.51	934.88
1981 05 24 12	50457.60	0.00	592.59	0.00	17.35	17.35	1020.71
1981 05 25 12	50641.65	0.04	546.19	0.00	18.54	18.54	1138.73
1981 05 26 12	50803.20	45.72	398.83	0.00	18.24	18.24	1251.27
1981 05 27 12	50803.20	42.04	286.11	0.00	17.03	17.03	1341.74
1981 05 28 12	50803.20	9.01	335.63	0.00	16.31	16.31	1280.75
1981 05 29 12	50803.20	0.03	582.47	0.00	16.69	16.69	1140.45
1981 05 30 12	50987.25	1.15	431.32	0.00	19.56	19.56	1322.96
1981 05 31 12	51148.80	10.20	417.01	0.00	20.99	20.99	1451.49
1981 06 01 12	51148.80	11.12	400.52	0.00	20.06	20.06	1468.19
1981 06 02 12	51148.80	18.70	362.91	0.00	20.58	20.58	1655.31
1981 06 03 12	51148.80	12.74	227.14	0.00	21.08	21.08	1837.03
1981 06 04 12	51148.80	7.10	341.84	0.00	19.85	19.85	1656.43
1981 06 05 12	51174.88	8.46	390.23	0.00	21.07	21.07	1700.65
1981 06 06 12	51418.35	2.67	343.80	0.00	22.89	22.89	1884.38
1981 06 07 12	51494.40	1.38	330.53	0.00	21.52	21.52	1750.11
1981 06 08 12	51494.40	0.42	528.05	0.00	20.89	20.89	1596.68
1981 06 09 12	51494.40	0.00	524.66	0.00	23.00	23.00	1774.63
1981 06 10 12	51494.40	2.12	384.42	0.00	23.87	23.87	1875.46
1981 06 11 12	51494.40	0.78	507.11	0.00	23.31	23.31	1792.43
1981 06 12 12	51494.40	4.79	370.35	0.00	23.89	23.89	1943.89
1981 06 13 12	51494.40	7.44	371.83	0.00	23.76	23.76	1930.21
1981 06 14 12	51494.40	2.00	522.02	0.00	23.32	23.32	1767.59
1981 06 15 12	51494.40	0.02	568.02	0.00	22.81	22.81	1625.01
1981 06 16 12	51520.47	0.00	548.59	0.00	23.35	23.35	1705.61
1981 06 17 12	51590.91	0.04	508.70	0.00	23.69	23.69	1779.84
1981 06 18 12	51590.91	0.01	503.67	0.00	22.88	22.88	1774.14
1981 06 19 12	51678.45	0.14	389.63	0.00	22.63	22.63	1810.39
1981 06 20 12	51678.45	0.49	422.75	0.00	22.93	22.93	1770.50
1981 06 21 12	51678.45	0.16	540.85	0.00	23.59	23.59	1746.85
1981 06 22 12	51678.45	0.20	424.24	0.00	23.55	23.55	1738.64
1981 06 23 12	51678.45	0.07	545.53	0.00	23.71	23.71	1743.24
1981 06 24 12	51678.45	1.95	410.12	0.00	23.96	23.96	1809.79
1981 06 25 12	51590.91	0.66	533.60	0.00	24.25	24.25	1815.38
1981 06 26 12	51520.47	0.00	517.24	0.00	23.34	23.34	1701.31
1981 06 27 12	51520.47	0.01	556.49	0.00	19.87	19.87	1392.80
1981 06 28 12	51494.40	0.00	464.31	0.00	19.61	19.61	1431.33
1981 06 29 12	51494.40	0.00	571.14	0.00	18.09	18.09	1268.06
1981 06 30 12	51494.40	11.99	419.25	0.00	19.84	19.84	1434.44
1981 07 01 12	51494.40	10.09	368.51	0.00	20.71	20.71	1583.04
1981 07 02 12	51494.40	22.44	253.25	0.00	18.14	18.14	1536.03
1981 07 03 12	51494.40	10.54	254.31	0.00	17.72	17.72	1550.36
1981 07 04 12	51494.40	4.62	389.62	0.00	19.20	19.20	1557.55
1981 07 05 12	51494.40	4.40	348.00	0.00	21.20	21.20	1735.93
1981 07 06 12	51475.48	1.34	351.02	0.00	21.83	21.83	1793.42
1981 07 07 12	51332.85	0.09	463.60	0.00	21.99	21.99	1748.62
1981 07 08 12	51148.80	0.04	525.64	0.00	22.64	22.64	1721.47
1981 07 09 12	51148.80	0.01	542.43	0.00	23.73	23.73	1791.68
1981 07 10 12	51148.80	0.30	397.80	0.00	24.66	24.66	1946.83
1981 07 11 12	51148.80	0.88	381.62	0.00	25.00	25.00	2018.09
1981 07 12 12	51148.80	5.63	379.43	0.00	24.44	24.44	1972.80
1981 07 13 12	51072.75	2.17	410.36	0.00	24.04	24.04	1915.86
1981 07 14 12	50829.27	0.13	530.02	0.00	24.27	24.27	1895.34
1981 07 15 12	50803.20	0.32	390.66	0.00	24.77	24.77	2010.89
1981 07 16 12	50803.20	1.68	386.94	0.00	24.29	24.29	1929.34
1981 07 17 12	50803.20	10.39	399.67	0.00	23.31	23.31	1832.43
1981 07 18 12	50803.20	5.63	294.33	0.00	22.93	22.93	1971.14
1981 07 19 12	50483.68	1.27	345.50	0.00	22.80	22.80	1978.38
1981 07 20 12	50457.60	0.33	401.60	0.00	23.78	23.78	1949.08
1981 07 21 12	50457.60	0.10	453.80	0.00	24.03	24.03	1856.65
1981 07 22 12	50457.60	0.02	548.65	0.00	22.66	22.66	1646.69
1981 07 23 12	50296.05	0.63	493.34	0.00	22.16	22.16	1674.18
1981 07 24 12	50112.00	8.27	380.48	0.00	23.56	23.56	1888.45
1981 07 25 12	50112.00	7.98	390.33	0.00	23.39	23.39	1863.58
1981 07 26 12	50112.00	3.76	401.81	0.00	23.75	23.75	1853.12
1981 07 27 12	49950.45	6.16	406.92	0.00	24.21	24.21	1878.35
1981 07 28 12	49766.40	2.93	382.93	0.00	24.47	24.47	1993.60
1981 07 29 12	49766.40	2.73	353.65	0.00	24.52	24.52	2038.58
1981 07 30 12	49766.40	0.94	415.17	0.00	23.16	23.16	1776.74
1981 07 31 12	49446.88	1.92	288.87	0.00	19.50	19.50	1591.60
1981 08 01 12	49420.80	9.34	245.56	0.00	17.43	17.43	1568.75
1981 08 02 12	49420.80	8.12	234.83	0.00	18.79	18.79	1703.47
1981 08 03 12	49344.75	1.79	487.43	0.00	20.65	20.65	1669.41
1981 08 04 12	49075.20	1.43	454.95	0.00	21.60	21.60	1668.80
1981 08 05 12	49075.20	0.80	396.15	0.00	22.67	22.67	1803.26
1981 08 06 12	49075.20	4.13	329.60	0.00	23.38	23.38	1987.93
1981 08 07 12	48729.60	3.36	366.02	0.00	23.37	23.37	1987.69
1981 08 08 12	48729.60	3.01	331.04	0.00	23.56	23.56	1965.19
1981 08 09 12	48729.60	0.78	527.15	0.00	21.42	21.42	1635.82
1981 08 10 12	48384.00	1.45	395.51	0.00	21.44	21.44	1663.13
1981 08 11 12	48384.00	1.74	377.40	0.00	22.40	22.40	1814.95
1981 08 12 12	48384.00	0.91	342.25	0.00	23.07	23.07	1878.58
1981 08 13 12	48038.40	0.17	500.03	0.00	21.05	21.05	1625.85
1981 08 14 12	48038.40	0.17	466.08	0.00	21.83	21.83	1664.95
1981 08 15 12	48038.40	0.06	532.19	0.00	21.73	21.73	1617.53
1981 08 16 12	47692.80	0.48	458.18	0.00	22.05	22.05	1719.35
1981 08 17 12	47692.80	0.24	383.90	0.00	21.91	21.91	1793.81
1981 08 18 12	47692.80	0.83	248.26	0.00	19.00	19.00	1648.41
1981 08 19 12	47347.20	0.62	268.79	0.00	18.49	18.49	1620.30
1981 08 20 12	47347.20	0.12	371.73	0.00	19.19	19.19	1607.47
1981 08 21 12	47347.20	0.01	357.22	0.00	18.32	18.32	1500.06
1981 08 22 12	47001.60	1.04	462.12	0.00	17.68	17.68	1315.68
1981 08 23 12	47001.60	0.35	511.47	0.00	19.86	19.86	1437.53
1981 08 24 12	46925.56	0.00	542.70	0.00	20.03	20.03	1403.30
1981 08 25 12	46656.00	0.00	551.77	0.00	20.70	20.70	1409.55
1981 08 26 12	46656.00	0.00	481.74	0.00	22.00	22.00	1578.82
1981 08 27 12	46310.40	0.00	508.13	0.00	20.36	20.36	1424.16
1981 08 28 12	46310.40	0.00	536.86	0.00	18.69	18.69	1295.10
1981 08 29 12	46310.40	0.01	440.13	0.00	20.02	20.02	1523.00
1981 08 30 12	45964.80	1.98	339.63	0.00	20.77	20.77	1654.09
1981 08 31 12	45964.80	0.72	375.34	0.00	21.35	21.35	1651.73
1981 09 01 12	45964.80	0.61	350.25	0.00	21.32	21.32	1630.24
1981 09 02 12	45619.20	0.52	394.80	0.00	21.47	21.47	1594.35
1981 09 03 12	45619.20	7.33	318.02	0.00	21.85	21.85	1710.55
1981 09 04 12	45273.60	23.73	229.42	0.00	20.18	20.18	1684.55
1981 09 05 12	45273.60	12.17	353.01	0.00	19.41	19.41	1530.32
1981 09 06 12	45273.60	36.78	306.51	0.00	19.68	19.68	1585.81
1981 09 07 12	44928.00	14.95	322.87	0.00	20.14	20.14	1662.43
1981 09 08 12	44928.00	2.16	311.79	0.00	20.63	20.63	1617.20
1981 09 09 12	44678.91	0.36	535.73	0.00	16.83	16.83	1138.60
1981 09 10 12	44582.40	0.00	533.71	0.00	17.04	17.04	1101.15
1981 09 11 12	44582.40	0.00	530.15	0.00	18.44	18.44	1175.13
1981 09 12 12	44236.80	0.00	522.40	0.00	19.39	19.39	1246.29
1981 09 13 12	44236.80	0.00	515.35	0.00	19.48	19.48	1272.08
1981 09 14 12	44236.80	0.31	440.44	0.00	19.66	19.66	1331.21
1981 09 15 12	43891.20	7.24	333.00	0.00	20.63	20.63	1552.31
1981 09 16 12	43891.20	7.04	325.75	0.00	19.76	19.76	1488.81
1981 09 17 12	43545.60	1.56	496.31	0.00	16.71	16.71	1139.05
1981 09 18 12	43545.60	0.00	480.41	0.00	13.63	13.63	929.31
1981 09 19 12	43545.60	0.00	514.97	0.00	11.26	11.26	795.41
1981 09 20 12	43200.00	0.00	516.74	0.00	13.66	13.66	879.19
1981 09 21 12	43200.00	0.00	514.05	0.00	14.58	14.58	911.75
1981 09 22 12	42854.40	0.00	515.56	0.00	15.90	15.90	998.82
1981 09 23 12	42854.40	0.00	470.93	0.00	18.08	18.08	1156.19
1981 09 24 12	42854.40	0.00	513.06	0.00	14.59	14.59	911.31
1981 09 25 12	42508.80	0.00	489.86	0.00	16.18	16.18	1010.83
1981 09 26 12	42508.80	0.00	500.11	0.00	15.66	15.66	968.21
1981 09 27 12	42163.20	0.00	500.80	0.00	16.84	16.84	1046.11
1981 09 28 12	42163.20	0.00	448.23	0.00	19.11	19.11	1235.16
1981 09 29 12	42163.20	0.00	490.25	0.00	15.32	15.32	972.95
1981 09 30 12	41817.60	0.00	478.70	0.00	16.92	16.92	1056.98
1981 10 01 12	41817.60	0.02	436.05	0.00	18.01	18.01	1100.66
1981 10 02 12	41721.09	0.07	360.76	0.00	17.52	17.52	1044.27
1981 10 03 12	41472.00	0.02	500.31	0.00	10.43	10.43	635.97
1981 10 04 12	41472.00	0.00	489.37	0.00	12.31	12.31	715.52
1981 10 05 12	41126.40	0.00	473.74	0.00	15.70	15.70	946.15
1981 10 06 12	41126.40	0.03	416.24	0.00	18.53	18.53	1161.47
1981 10 07 12	41126.40	0.01	440.67	0.00	16.09	16.09	977.34
1981 10 08 12	40780.80	0.00	467.66	0.00	11.78	11.78	734.15
1981 10 09 12	40780.80	4.04	314.41	0.00	11.18	11.18	816.50
1981 10 10 12	40435.20	5.99	160.49	0.00	11.98	11.98	1050.68
1981 10 11 12	40435.20	1.66	174.18	0.00	12.70	12.70	1137.23
1981 10 12 12	40435.20	0.04	284.12	0.00	13.32	13.32	1085.72
1981 10 13 12	40089.60	0.00	368.97	0.00	11.92	11.92	880.54
1981 10 14 12	40089.60	0.00	450.37	0.00	8.69	8.69	649.52
1981 10 15 12	40089.60	0.00	433.81	0.00	11.57	11.57	797.36
1981 10 16 12	39744.00	0.06	329.29	0.00	15.27	15.27	1010.88
1981 10 17 12	39744.00	0.37	337.21	0.00	15.59	15.59	1065.16
1981 10 18 12	39474.44	4.73	245.60	0.00	15.24	15.24	1082.46
1981 10 19 12	39398.40	1.54	406.65	0.00	9.45	9.45	697.50
1981 10 20 12	39398.40	0.00	441.68	0.00	6.74	6.74	512.06
1981 10 21 12	39052.80	0.00	442.85	0.00	9.15	9.15	597.89
1981 10 22 12	39052.80	4.16	276.25	0.00	13.16	13.16	937.27
1981 10 23 12	39052.80	13.56	185.73	0.00	14.10	14.10	1074.31
1981 10 24 12	38707.20	5.98	293.39	0.00	5.72	5.72	620.13
1981 10 25 12	38707.20	15.69	208.58	0.00	7.02	7.02	739.46
1981 10 26 12	38707.20	39.05	176.33	0.00	10.51	10.51	980.25
1981 10 27 12	38361.60	24.84	238.80	0.00	12.09	12.09	1008.71
1981 10 28 12	38361.60	4.55	324.73	0.00	12.75	12.75	927.13
1981 10 29 12	38361.60	0.02	368.61	0.00	12.79	12.79	894.43
1981 10 30 12	38016.00	0.00	356.73	0.00	10.81	10.81	837.03
1981 10 31 12	38016.00	0.06	241.51	0.00	11.09	11.09	898.01
1981 11 01 12	38016.00	0.07	300.67	0.00	10.92	10.92	844.59
1981 11 02 12	37670.40	0.02	364.52	0.00	13.86	13.86	963.83
1981 11 03 12	37670.40	0.00	370.46	0.00	13.08	13.08	944.62
1981 11 04 12	37670.40	0.20	238.62	0.00	14.67	14.67	1140.97
1981 11 05 12	37324.80	4.44	214.30	0.00	14.30	14.30	1137.05
1981 11 06 12	37324.80	1.46	328.20	0.00	11.41	11.41	884.39
1981 11 07 12	37324.80	0.00	370.23	0.00	8.66	8.66	669.33
1981 11 08 12	37055.25	0.00	388.34	0.00	7.32	7.32	553.08
1981 11 09 12	36979.20	0.00	377.80	0.00	8.65	8.65	609.86
1981 11 10 12	36979.20	0.00	363.10	0.00	8.94	8.94	649.10
1981 11 11 12	36953.12	0.00	374.25	0.00	8.59	8.59	595.42
1981 11 12 12	36633.60	0.00	372.65	0.00	7.92	7.92	547.18
1981 11 13 12	36633.60	0.00	369.78	0.00	5.78	5.78	482.04
1981 11 14 12	36633.60	0.00	370.98	0.00	6.10	6.10	485.50
1981 11 15 12	36449.55	0.00	368.21	0.00	8.06	8.06	560.35
1981 11 16 12	36288.00	1.18	233.42	0.00	9.43	9.43	732.00
1981 11 17 12	36288.00	1.99	178.18	0.00	8.77	8.77	794.46
1981 11 18 12	36288.00	0.53	342.26	0.00	7.87	7.87	666.46
1981 11 19 12	36103.95	3.53	265.38	0.00	9.83	9.83	659.18
1981 11 20 12	35942.40	11.75	256.73	0.00	9.47	9.47	632.20
1981 11 21 12	35942.40	3.52	278.93	0.00	1.81	1.81	427.76
1981 11 22 12	35942.40	0.02	294.81	0.00	0.64	0.64	389.22
1981 11 23 12	35916.32	4.06	270.92	0.00	1.70	1.70	417.90
1981 11 24 12	35596.80	5.65	201.18	0.00	4.12	4.12	545.01
1981 11 25 12	35596.80	1.43	350.02	0.00	3.55	3.55	479.05
1981 11 26 12	35596.80	0.21	290.28	0.00	5.53	5.53	552.80
1981 11 27 12	35596.80	15.80	216.62	0.00	8.94	8.94	768.95
1981 11 28 12	35570.73	5.24	201.42	0.00	9.07	9.07	820.77
1981 11 29 12	35327.25	0.94	227.21	0.00	5.85	5.85	629.82
1981 11 30 12	35251.20	20.12	153.34	0.00	4.59	4.59	619.98
1981 12 01 12	35251.20	24.25	154.04	0.00	4.93	4.93	669.21
1981 12 02 12	35251.20	5.88	253.30	0.00	5.77	5.77	654.44
1981 12 03 12	35251.20	0.36	218.64	0.00	3.74	3.74	538.73
1981 12 04 12	35251.20	0.30	173.36	0.00	3.74	3.74	551.47
1981 12 05 12	35067.15	0.06	279.01	0.00	1.42	1.42	442.58
1981 12 06 12	34924.52	0.00	315.90	0.00	0.48	0.48	396.44
1981 12 07 12	34905.60	0.74	236.49	0.00	4.88	4.88	592.13
1981 12 08 12	34905.60	0.25	181.47	0.00	9.44	9.44	823.78
1981 12 09 12	34905.60	0.00	305.38	0.00	3.28	3.28	489.16
1981 12 10 12	34905.60	0.00	189.57	0.00	-1.29	-1.29	359.16
1981 12 11 12	34905.60	0.00	323.50	0.00	-3.58	-3.58	279.38
1981 12 12 12	34905.60	0.00	305.27	0.00	-0.20	-0.20	343.72
1981 12 13 12	34905.60	7.73	269.18	0.00	-0.89	-0.89	358.57
1981 12 14 12	34905.60	19.15	183.01	0.00	2.55	2.55	544.79
1981 12 15 12	34879.53	11.92	147.75	0.00	3.85	3.85	608.37
1981 12 16 12	34879.53	2.13	338.89	0.00	-0.07	-0.07	395.78
