Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
1981 01 23 12	36288	0	355.43	0	1.75	1.75	500.42
1981 01 24 12	36288	0	355.14	0	3.08	3.08	463.25
1981 01 25 12	36288	0	355.28	0	4.97	4.97	453.14
1981 01 26 12	36633.6	0.48	317.01	0	6.35	6.35	665.74
1981 01 27 12	36633.6	1.08	242.61	0	9.13	9.13	952.83
1981 01 28 12	36633.6	0.46	366.56	0	5.77	5.77	628.96
1981 01 29 12	36709.65	0.16	269.93	0	3.47	3.47	426.39
1981 01 30 12	36979.2	7.36	95.71	0	3.9	3.9	598.58
1981 01 31 12	36979.2	4.28	371.1	0	-3.84	-3.84	290.36
1981 02 01 12	36979.2	11.96	114.78	0	-1.46	-1.46	443.01
1981 02 02 12	37324.8	13.42	355.77	0	0.88	0.88	565.15
1981 02 03 12	37324.8	0	388.8	0	-7.66	-7.66	169.29
1981 02 04 12	37324.8	0	340.97	0	-5.6	-5.6	214.98
1981 02 05 12	37486.35	0	360.74	0	-5.48	-5.48	182.31
1981 02 06 12	37670.4	0.07	252.02	0	-1.12	-1.12	292.04
1981 02 07 12	37670.4	0.75	289.51	0	1.95	1.95	593.59
1981 02 08 12	37746.44	1.7	256.72	0	3.56	3.56	685.68
1981 02 09 12	38016	0.04	385.42	0	-0.93	-0.93	303.95
1981 02 10 12	38016	44.09	122.18	0	2.7	2.7	558.79
1981 02 11 12	38034.91	38.53	258.84	0	7.87	7.87	1001.44
1981 02 12 12	38361.6	0	406.67	0	-7.57	-7.57	128.72
1981 02 13 12	38361.6	0	304.21	0	-2.4	-2.4	160.12
1981 02 14 12	38437.65	0.01	391.31	0	2.49	2.49	411.44
1981 02 15 12	38707.2	0.01	362.46	0	3.61	3.61	590.36
1981 02 16 12	38707.2	5.39	118.41	0	7.47	7.47	847.51
1981 02 17 12	38868.75	26.73	69.18	0	9.18	9.18	1073.78
1981 02 18 12	39052.8	36.46	110.28	0	10.05	10.05	1149.72
1981 02 19 12	39052.8	8.87	224.3	0	11.17	11.17	1190.84
1981 02 20 12	39398.4	2.6	415.09	0	10.2	10.2	931.16
1981 02 21 12	39398.4	0	430.1	0	8.1	8.1	634.49
1981 02 22 12	39398.4	0.91	136.29	0	6.03	6.03	585.09
1981 02 23 12	39744	11.93	267.07	0	5.13	5.13	712.8
1981 02 24 12	39744	0	434.63	0	4.6	4.6	496.24
1981 02 25 12	39744	0	435.69	0	6.22	6.22	523.41
1981 02 26 12	40089.6	0	430.83	0	10.14	10.14	647.04
1981 02 27 12	40089.6	0.01	437.76	0	9.86	9.86	557.36
1981 02 28 12	40251.15	0.09	249.49	0	10.44	10.44	740.83
1981 03 01 12	40435.2	0.15	364.82	0	10.8	10.8	988.25
1981 03 02 12	40435.2	0.02	454.52	0	8.19	8.19	792.76
1981 03 03 12	40780.8	0	468.36	0	3.45	3.45	481.61
1981 03 04 12	40780.8	18.64	133.96	0	3.68	3.68	584.07
1981 03 05 12	40780.8	11.9	321.66	0	7.39	7.39	883.98
1981 03 06 12	41126.4	0.02	474.45	0	2.79	2.79	527.04
1981 03 07 12	41126.4	0	474.72	0	1.33	1.33	417.91
1981 03 08 12	41472	0	267.86	0	0.44	0.44	369.25
1981 03 09 12	41472	0	478.68	0	2.76	2.76	417.25
1981 03 10 12	41472	0	484.14	0	3.22	3.22	469.39
1981 03 11 12	41817.6	0	424.77	0	4.02	4.02	504.27
1981 03 12 12	41817.6	0	490.67	0	3.5	3.5	413.37
1981 03 13 12	41836.52	0	486.46	0	6.57	6.57	519.46
1981 03 14 12	42163.2	0.97	498.6	0	5.88	5.88	502.26
1981 03 15 12	42163.2	0.07	474.34	0	5.42	5.42	405.98
1981 03 16 12	42508.8	3.75	454.34	0	6.33	6.33	649.44
1981 03 17 12	42508.8	0	502.96	0	1.62	1.62	399.98
1981 03 18 12	42508.8	3.48	259.6	0	5.89	5.89	683.72
1981 03 19 12	42854.4	0.61	370.7	0	0.18	0.18	470.94
1981 03 20 12	42854.4	0.09	334.48	0	-1.25	-1.25	371.58
1981 03 21 12	43200	0	303.41	0	2.7	2.7	468.71
1981 03 22 12	43200	12.85	179.79	0	3.94	3.94	625.99
1981 03 23 12	43200	1.87	319.38	0	2.63	2.63	619.05
1981 03 24 12	43545.6	0	465.11	0	4.8	4.8	602.36
1981 03 25 12	43545.6	0	507.9	0	6.46	6.46	545.48
1981 03 26 12	43891.2	0	455.26	0	9.32	9.32	559.49
1981 03 27 12	43891.2	0	465.99	0	10.64	10.64	708.57
1981 03 28 12	43891.2	0.11	512.67	0	12.09	12.09	806.87
1981 03 29 12	44236.8	0.13	391.01	0	12.24	12.24	1004.1
1981 03 30 12	44236.8	64.16	392.67	0	13.7	13.7	1319.16
1981 03 31 12	44563.48	0.02	512.8	0	13.75	13.75	1039.12
1981 04 01 12	44582.4	7.73	368.32	0	14.5	14.5	1157.33
1981 04 02 12	44582.4	0	534.87	0	12.41	12.41	702.31
1981 04 03 12	44928	0	496.71	0	14.36	14.36	818.38
1981 04 04 12	44928	0.58	436.04	0	15.62	15.62	1191.42
1981 04 05 12	44928	23.55	356.83	0	15.03	15.03	1425.65
1981 04 06 12	45273.6	0.06	537.75	0	7.76	7.76	655.1
1981 04 07 12	45273.6	0	450.4	0	7.23	7.23	543.62
1981 04 08 12	45619.2	0	407.45	0	11.69	11.69	928.21
1981 04 09 12	45619.2	8.09	245.28	0	13.48	13.48	1285.62
1981 04 10 12	45619.2	0	464.78	0	16.1	16.1	1412.1
1981 04 11 12	45964.8	0.3	494.78	0	18.57	18.57	1559.88
1981 04 12 12	45964.8	0	445.28	0	18.03	18.03	1537.34
1981 04 13 12	46148.85	0.13	490.47	0	18.71	18.71	1542.61
1981 04 14 12	46310.4	3.13	447.58	0	18.27	18.27	1566
1981 04 15 12	46310.4	2.29	515.23	0	14.79	14.79	1147.61
1981 04 16 12	46656	1.49	434.07	0	10.53	10.53	767.76
1981 04 17 12	46656	8.04	237.73	0	13.33	13.33	1191.25
1981 04 18 12	46656	1.45	460.66	0	17.71	17.71	1549.23
1981 04 19 12	47001.6	1.1	374.97	0	18.09	18.09	1518.53
1981 04 20 12	47001.6	4.38	367.35	0	17.7	17.7	1480.6
1981 04 21 12	47001.6	0.89	439.95	0	12.38	12.38	1106.43
1981 04 22 12	47347.2	2.84	388.67	0	11.82	11.82	1166.04
1981 04 23 12	47347.2	10.52	354.74	0	15.71	15.71	1473.55
1981 04 24 12	47531.25	1.29	533.16	0	13.93	13.93	1118.46
1981 04 25 12	47692.8	1.2	553.78	0	9.38	9.38	774.83
1981 04 26 12	47692.8	0	538.1	0	13.83	13.83	983.35
1981 04 27 12	47962.35	0	537.79	0	18.09	18.09	1357.6
1981 04 28 12	48038.4	0	538.71	0	18.92	18.92	1480.33
1981 04 29 12	48038.4	2.28	375.82	0	17.56	17.56	1441.76
1981 04 30 12	48365.09	0.17	468.86	0	17.68	17.68	1451.12
1981 05 01 12	48384	0.37	510.11	0	14.68	14.68	979.83
1981 05 02 12	48384	0	585.71	0	10.42	10.42	779.7
1981 05 03 12	48653.56	0	588.06	0	10.76	10.76	752.19
1981 05 04 12	48729.6	0	575.66	0	15.18	15.18	982.43
1981 05 05 12	48729.6	0	434.05	0	17.96	17.96	1299.28
1981 05 06 12	48913.65	7.11	208.65	0	16.91	16.91	1473.48
1981 05 07 12	49075.2	3.88	228.4	0	13.47	13.47	1346.21
1981 05 08 12	49075.2	0.23	594.63	0	11.12	11.12	903.62
1981 05 09 12	49075.2	0	475.68	0	11.94	11.94	1065.42
1981 05 10 12	49420.8	18.3	414.77	0	15.83	15.83	1498.74
1981 05 11 12	49420.8	24.15	482.92	0	15.66	15.66	1425.85
1981 05 12 12	49420.8	0	597.71	0	10.27	10.27	978.03
1981 05 13 12	49690.35	0	574.74	0	14.05	14.05	1063.64
1981 05 14 12	49766.4	0.55	554.29	0	17.02	17.02	1329.73
1981 05 15 12	49766.4	8.39	566.75	0	14.71	14.71	1220.55
1981 05 16 12	49766.4	0.01	482.17	0	10.46	10.46	959.87
1981 05 17 12	50112	1.35	194.54	0	12.64	12.64	1167.1
1981 05 18 12	50112	4.04	528.54	0	16.5	16.5	1479.4
1981 05 19 12	50112	22.06	388.7	0	18.27	18.27	1556.01
1981 05 20 12	50112	9.26	387.27	0	15.7	15.7	1411.76
1981 05 21 12	50457.6	2.03	563.92	0	12.12	12.12	1103.6
1981 05 22 12	50457.6	0	593.5	0	15.08	15.08	1017.51
1981 05 23 12	50457.6	0	584.07	0	17.77	17.77	1275.35
1981 05 24 12	50457.6	0	583.91	0	18.21	18.21	1349.54
1981 05 25 12	50641.65	9.51	393.08	0	18.1	18.1	1458.11
1981 05 26 12	50803.2	14.39	331.85	0	18.66	18.66	1628.6
1981 05 27 12	50803.2	45.67	299.82	0	16.61	16.61	1640.92
1981 05 28 12	50803.2	2.15	554.26	0	16.55	16.55	1461.15
1981 05 29 12	50803.2	0.12	582.36	0	17.81	17.81	1450.15
1981 05 30 12	50987.25	1.82	486.46	0	20.98	20.98	1812.04
1981 05 31 12	51148.8	9.6	493.87	0	22.76	22.76	1970.39
1981 06 01 12	51148.8	18.07	378.05	0	22.39	22.39	2017.62
1981 06 02 12	51148.8	26.16	328.97	0	21.16	21.16	1944.59
1981 06 03 12	51148.8	8.67	365.25	0	20.4	20.4	1912.33
1981 06 04 12	51148.8	7.7	411.52	0	21.75	21.75	2038.05
1981 06 05 12	51174.88	2.72	431.96	0	22.26	22.26	2113.29
1981 06 06 12	51418.35	8.17	304.89	0	22.15	22.15	2179.69
1981 06 07 12	51494.4	3.48	405.31	0	20.75	20.75	1954.14
1981 06 08 12	51494.4	0.82	414.18	0	21.25	21.25	2096.73
1981 06 09 12	51494.4	0.19	504.43	0	24.07	24.07	2401.74
1981 06 10 12	51494.4	2.69	497.72	0	24.46	24.46	2327.04
1981 06 11 12	51494.4	2.36	465.74	0	23.94	23.94	2149.91
1981 06 12 12	51494.4	9.77	397.67	0	23.36	23.36	2102.5
1981 06 13 12	51494.4	6.2	411.15	0	23.24	23.24	2156.6
1981 06 14 12	51494.4	0.5	546.94	0	23.72	23.72	2070.09
1981 06 15 12	51494.4	0	549.87	0	24.05	24.05	1960.11
1981 06 16 12	51520.47	0	540.82	0	24.18	24.18	1904.82
1981 06 17 12	51590.91	0.01	540.84	0	22.71	22.71	1877.18
1981 06 18 12	51590.91	0.11	505.36	0	22.55	22.55	1864.37
1981 06 19 12	51678.45	0.16	539.62	0	23.3	23.3	1984.47
1981 06 20 12	51678.45	2.13	422.36	0	22.6	22.6	1941.97
1981 06 21 12	51678.45	1.28	527.3	0	24.37	24.37	2131.79
1981 06 22 12	51678.45	0.39	538.9	0	24.58	24.58	2085.43
1981 06 23 12	51678.45	2.33	545.55	0	24.21	24.21	1969.01
1981 06 24 12	51678.45	0.32	549.66	0	24	24	1960.42
1981 06 25 12	51590.91	0.87	547.84	0	25.35	25.35	2092.96
1981 06 26 12	51520.47	0.66	555.98	0	23.12	23.12	1878.25
1981 06 27 12	51520.47	0	563.6	0	19.56	19.56	1443.61
1981 06 28 12	51494.4	0.05	546.74	0	19.82	19.82	1578.89
1981 06 29 12	51494.4	2.21	538.14	0	19.67	19.67	1523.6
1981 06 30 12	51494.4	4.45	416.45	0	21.21	21.21	1639.81
1981 07 01 12	51494.4	18.46	413.47	0	21.42	21.42	1772.55
1981 07 02 12	51494.4	23.09	264.39	0	17.84	17.84	1713.95
1981 07 03 12	51494.4	2.36	376.9	0	18.08	18.08	1671.92
1981 07 04 12	51494.4	2.6	484.96	0	19.73	19.73	1765.85
1981 07 05 12	51494.4	3.7	395.57	0	21.28	21.28	1973.46
1981 07 06 12	51475.48	2.08	377.67	0	21.52	21.52	2013.22
1981 07 07 12	51332.85	0.11	486.21	0	22.32	22.32	2049.56
1981 07 08 12	51148.8	0.18	558.67	0	23.74	23.74	2141.14
1981 07 09 12	51148.8	0.19	539.26	0	24.73	24.73	2215.35
1981 07 10 12	51148.8	0.38	497.15	0	25.05	25.05	2188.21
1981 07 11 12	51148.8	0.53	512.55	0	25.45	25.45	2284.34
1981 07 12 12	51148.8	4.49	450.22	0	25.75	25.75	2317.2
1981 07 13 12	51072.75	0.31	522.49	0	24.88	24.88	2181.55
1981 07 14 12	50829.27	0	509.18	0	25.07	25.07	2169.81
1981 07 15 12	50803.2	1.36	490.77	0	25.19	25.19	2207.71
1981 07 16 12	50803.2	2.03	434.23	0	24.93	24.93	2233.95
1981 07 17 12	50803.2	1.3	427.96	0	24.12	24.12	2151.45
1981 07 18 12	50803.2	5.88	376.56	0	23.9	23.9	2243.7
1981 07 19 12	50483.68	0.16	364.26	0	23.87	23.87	2271.55
1981 07 20 12	50457.6	0.75	453.96	0	24.56	24.56	2266.3
1981 07 21 12	50457.6	0.42	573.33	0	24.94	24.94	2126.62
1981 07 22 12	50457.6	0	538.44	0	23.09	23.09	1864.21
1981 07 23 12	50296.05	0.05	492.88	0	22.49	22.49	1868.68
1981 07 24 12	50112	2.91	464.12	0	23.83	23.83	2206.06
1981 07 25 12	50112	14.46	358.6	0	24.26	24.26	2266.1
1981 07 26 12	50112	0.74	458.29	0	24.65	24.65	2202.13
1981 07 27 12	49950.45	6.04	494.73	0	25.48	25.48	2280.47
1981 07 28 12	49766.4	1.64	492.8	0	25.27	25.27	2168.29
1981 07 29 12	49766.4	2.82	456.35	0	24.11	24.11	2122.3
1981 07 30 12	49766.4	1.61	320.06	0	20.89	20.89	1907.93
1981 07 31 12	49446.88	1.65	454.35	0	18.4	18.4	1679.34
1981 08 01 12	49420.8	6.52	267.85	0	16.55	16.55	1630.81
1981 08 02 12	49420.8	7.44	230.2	0	17.86	17.86	1806.5
1981 08 03 12	49344.75	1.93	491.76	0	20.64	20.64	1941.63
1981 08 04 12	49075.2	2.03	453.83	0	23.53	23.53	2158.18
1981 08 05 12	49075.2	0	506.48	0	24.9	24.9	2108.16
1981 08 06 12	49075.2	8.22	357.18	0	23.74	23.74	2205.24
1981 08 07 12	48729.6	2.91	442.62	0	23.45	23.45	2171.42
1981 08 08 12	48729.6	2.3	407.33	0	22.01	22.01	2046.14
1981 08 09 12	48729.6	2.19	438.32	0	21.53	21.53	1910.42
1981 08 10 12	48384	0.43	465.95	0	23.41	23.41	2027.95
1981 08 11 12	48384	2.33	491.57	0	23.52	23.52	2118.8
1981 08 12 12	48384	0.79	387.11	0	22.02	22.02	1910.01
1981 08 13 12	48038.4	0.19	508.74	0	22.11	22.11	1886.79
1981 08 14 12	48038.4	3.64	407.44	0	22.27	22.27	2084.69
1981 08 15 12	48038.4	0	487.72	0	23.11	23.11	2133.79
1981 08 16 12	47692.8	0.83	445.45	0	23.98	23.98	2141.53
1981 08 17 12	47692.8	1.24	338.16	0	21.93	21.93	1973.32
1981 08 18 12	47692.8	2.76	177.13	0	18.85	18.85	1841.55
1981 08 19 12	47347.2	0.06	255.08	0	17.41	17.41	1662.82
1981 08 20 12	47347.2	0.23	402.28	0	18.49	18.49	1713.63
1981 08 21 12	47347.2	1.11	200.11	0	17.97	17.97	1644.6
1981 08 22 12	47001.6	1.45	462.44	0	18.08	18.08	1553.94
1981 08 23 12	47001.6	0	473.15	0	19.86	19.86	1684.35
1981 08 24 12	46925.56	0	465.52	0	20.76	20.76	1750.25
1981 08 25 12	46656	0	547.62	0	21.67	21.67	1693.92
1981 08 26 12	46656	0.03	461.52	0	20.54	20.54	1707.36
1981 08 27 12	46310.4	0	548.76	0	20.46	20.46	1714.83
1981 08 28 12	46310.4	0.13	534.34	0	20.18	20.18	1547.52
1981 08 29 12	46310.4	0.38	379.88	0	21.25	21.25	1921.89
1981 08 30 12	45964.8	2.36	385.22	0	21.3	21.3	1927.87
1981 08 31 12	45964.8	0.34	377.68	0	21.59	21.59	1997.14
1981 09 01 12	45964.8	8.53	313.47	0	21.76	21.76	1990.23
1981 09 02 12	45619.2	3.6	376.68	0	21.91	21.91	1976.1
1981 09 03 12	45619.2	17.47	263.17	0	21.7	21.7	2049.26
1981 09 04 12	45273.6	18.14	347.57	0	21.87	21.87	2083.08
1981 09 05 12	45273.6	14.83	279.47	0	19.99	19.99	1929.86
1981 09 06 12	45273.6	39.36	284.91	0	17.8	17.8	1800.44
1981 09 07 12	44928	13.94	416.08	0	17.89	17.89	1750.32
1981 09 08 12	44928	2.21	339.77	0	21.11	21.11	2008.19
1981 09 09 12	44678.91	0	501.18	0	17.3	17.3	1369.79
1981 09 10 12	44582.4	0.01	512.62	0	16.88	16.88	1193.62
1981 09 11 12	44582.4	0	506.2	0	19.34	19.34	1447.87
1981 09 12 12	44236.8	0	323.77	0	19.99	19.99	1516.57
1981 09 13 12	44236.8	0	503.09	0	20.78	20.78	1539.94
1981 09 14 12	44236.8	0.69	363.38	0	21.1	21.1	1673.58
1981 09 15 12	43891.2	13.19	250.04	0	19.91	19.91	1838.08
1981 09 16 12	43891.2	7.14	444.47	0	18.7	18.7	1689.11
1981 09 17 12	43545.6	0.02	451.19	0	15.68	15.68	1208.18
1981 09 18 12	43545.6	0	471.89	0	11.24	11.24	917.03
1981 09 19 12	43545.6	0	500.17	0	9.44	9.44	828.88
1981 09 20 12	43200	0	498.18	0	12.88	12.88	962.15
1981 09 21 12	43200	0	496.57	0	15.59	15.59	960.31
1981 09 22 12	42854.4	0	490.4	0	16.75	16.75	1138.41
1981 09 23 12	42854.4	0	489.38	0	17.86	17.86	1329.67
1981 09 24 12	42854.4	0	475.31	0	15.04	15.04	956.31
1981 09 25 12	42508.8	0	445.14	0	16.69	16.69	986.88
1981 09 26 12	42508.8	0	480.3	0	17.04	17.04	1138.04
1981 09 27 12	42163.2	0	472.01	0	17.99	17.99	1279.23
1981 09 28 12	42163.2	0	481.14	0	18.68	18.68	1344.59
1981 09 29 12	42163.2	0	475.31	0	15.13	15.13	859.73
1981 09 30 12	41817.6	0	467.59	0	17.85	17.85	1193.38
1981 10 01 12	41817.6	0.14	473.37	0	19.63	19.63	1368.04
1981 10 02 12	41721.09	1.27	498.2	0	15.18	15.18	1110.64
1981 10 03 12	41472	0	494.98	0	7.36	7.36	620.33
1981 10 04 12	41472	0	461.13	0	11.96	11.96	693.61
1981 10 05 12	41126.4	0.05	403.35	0	16.53	16.53	988.19
1981 10 06 12	41126.4	0.16	430.73	0	19.58	19.58	1473.37
1981 10 07 12	41126.4	0.1	461.23	0	15.1	15.1	1062.47
1981 10 08 12	40780.8	0.9	464.83	0	11.87	11.87	745.46
1981 10 09 12	40780.8	2.52	280.55	0	11.44	11.44	804.11
1981 10 10 12	40435.2	9.42	392.83	0	12.83	12.83	1268.03
1981 10 11 12	40435.2	0	235.17	0	13.23	13.23	1285.09
1981 10 12 12	40435.2	0	251.65	0	12.8	12.8	1157.32
1981 10 13 12	40089.6	0	439.08	0	11.64	11.64	878.65
1981 10 14 12	40089.6	0	450.54	0	9.71	9.71	737.11
1981 10 15 12	40089.6	0.02	362.23	0	12.44	12.44	973.79
1981 10 16 12	39744	0.02	409.04	0	15.16	15.16	1220.59
1981 10 17 12	39744	0.07	414.4	0	15.74	15.74	1122.63
1981 10 18 12	39474.44	8.06	226.33	0	15.05	15.05	1369.18
1981 10 19 12	39398.4	0	448.81	0	6.57	6.57	588.24
1981 10 20 12	39398.4	0	453.31	0	6.35	6.35	449.22
1981 10 21 12	39052.8	0	419.62	0	9.93	9.93	664.25
1981 10 22 12	39052.8	0.84	244	0	12.9	12.9	1003.48
1981 10 23 12	39052.8	21.41	140.35	0	13.25	13.25	1342.31
1981 10 24 12	38707.2	1.11	416.98	0	5.36	5.36	635.57
1981 10 25 12	38707.2	34.35	127.61	0	6.97	6.97	912.81
1981 10 26 12	38707.2	38.26	165.82	0	12.31	12.31	1335.65
1981 10 27 12	38361.6	9.35	419.19	0	13.39	13.39	1226.69
1981 10 28 12	38361.6	0.02	412.25	0	11.05	11.05	977.69
1981 10 29 12	38361.6	0	306.93	0	12.14	12.14	1074.74
1981 10 30 12	38016	0.04	412.66	0	11.84	11.84	1021.46
1981 10 31 12	38016	0	352.98	0	11.64	11.64	1041.87
1981 11 01 12	38016	0.04	368.08	0	11.91	11.91	1005.97
1981 11 02 12	37670.4	0.04	295.19	0	14.47	14.47	1268.04
1981 11 03 12	37670.4	0	354.11	0	15.06	15.06	1183.65
1981 11 04 12	37670.4	1.56	288.94	0	15.92	15.92	1248.44
1981 11 05 12	37324.8	4.74	235.47	0	15.64	15.64	1319.24
1981 11 06 12	37324.8	0.34	372.08	0	11.15	11.15	930.91
1981 11 07 12	37324.8	0	372.88	0	5.89	5.89	501.93
1981 11 08 12	37055.25	0	366.85	0	7.7	7.7	462.61
1981 11 09 12	36979.2	0	218.08	0	9.68	9.68	626.84
1981 11 10 12	36979.2	0	344.94	0	11.03	11.03	800.37
1981 11 11 12	36953.12	0	361.9	0	9.35	9.35	690.63
1981 11 12 12	36633.6	0	359.18	0	7.79	7.79	567.64
1981 11 13 12	36633.6	0	360.19	0	5.27	5.27	445.5
1981 11 14 12	36633.6	0.02	353.62	0	5.91	5.91	448.45
1981 11 15 12	36449.55	0	348.87	0	8.13	8.13	561.44
1981 11 16 12	36288	3.87	153.8	0	8.06	8.06	740.39
1981 11 17 12	36288	1.43	333.59	0	7.93	7.93	824.57
1981 11 18 12	36288	0.39	342.67	0	7.52	7.52	597.82
1981 11 19 12	36103.95	0.2	330.1	0	11.39	11.39	745.75
1981 11 20 12	35942.4	13.34	315.61	0	9.61	9.61	986.47
1981 11 21 12	35942.4	0	334.39	0	-1.04	-1.04	386.26
1981 11 22 12	35942.4	0	335.23	0	-0.69	-0.69	344.78
1981 11 23 12	35916.32	0	295.03	0	3.69	3.69	443.21
1981 11 24 12	35596.8	13.6	269.93	0	5.32	5.32	681.02
1981 11 25 12	35596.8	0	331.44	0	3.91	3.91	558.19
1981 11 26 12	35596.8	0.37	324.82	0	6.42	6.42	625.07
1981 11 27 12	35596.8	23.7	114.96	0	10.62	10.62	1109.29
1981 11 28 12	35570.73	2.31	298.8	0	9.84	9.84	899.06
1981 11 29 12	35327.25	0.21	93.96	0	6.44	6.44	446.61
1981 11 30 12	35251.2	35.13	89.59	0	4.72	4.72	618.51
1981 12 01 12	35251.2	17.75	136.85	0	5.28	5.28	825.99
1981 12 02 12	35251.2	1.24	334.24	0	6.93	6.93	806.67
1981 12 03 12	35251.2	0	311.84	0	3.86	3.86	511.14
1981 12 04 12	35251.2	1.53	295.45	0	4.11	4.11	543.65
1981 12 05 12	35067.15	0.13	336.56	0	-0.19	-0.19	421.71
1981 12 06 12	34924.52	0	301.77	0	0.82	0.82	329.82
1981 12 07 12	34905.6	0.47	320.62	0	4.82	4.82	499.92
1981 12 08 12	34905.6	0	332.62	0	7.19	7.19	692.49
1981 12 09 12	34905.6	0	324.94	0	-1.19	-1.19	335.21
1981 12 10 12	34905.6	0	334.23	0	-5.42	-5.42	261.99
1981 12 11 12	34905.6	0	317.35	0	-4.81	-4.81	238.55
1981 12 12 12	34905.6	0	297.74	0	-1.69	-1.69	280.9
1981 12 13 12	34905.6	0.21	273	0	-0.42	-0.42	358.2
1981 12 14 12	34905.6	36.11	102.06	0	3.33	3.33	706.28
1981 12 15 12	34879.53	7.45	108.24	0	4.78	4.78	806.74
1981 12 16 12	34879.53	0.5	309.14	0	-0.19	-0.19	446.91
1981 12 17 12	34809.09	1.84	143.39	0	1.53	1.53	494.54
1981 12 18 12	34721.55	0.23	323.22	0	-1.22	-1.22	430.68
1981 12 19 12	34721.55	0	330.47	0	-8.11	-8.11	191.64
1981 12 20 12	34721.55	0.57	334.09	0	-7.98	-7.98	183.49
1981 12 21 12	34721.55	5.96	117.85	0	-5.84	-5.84	248.33
1981 12 22 12	34721.55	16.69	175.32	0	1.59	1.59	604.66
1981 12 23 12	34721.55	13.86	116.34	0	9.49	9.49	1108.57
1981 12 24 12	34809.09	1.57	182	0	5.52	5.52	718.16
1981 12 25 12	34809.09	30.93	126.51	0	4.52	4.52	769.54
1981 12 26 12	34879.53	0.1	284.56	0	3.04	3.04	676.9
1981 12 27 12	34905.6	2.93	260.64	0	3.52	3.52	685.91
1981 12 28 12	34905.6	0.18	182.49	0	3.88	3.88	643.53
1981 12 29 12	34905.6	0.92	325.89	0	4.82	4.82	668.05
1981 12 30 12	34905.6	5.98	327.28	0	0.68	0.68	399.59
1981 12 31 12	34905.6	59.68	104.48	0	-0.55	-0.55	501.21
1982 01 01 12	34905.6	0.77	295.07	0	5.87	5.87	780.82
1982 01 02 12	34905.6	0.54	273.61	0	3.89	3.89	630.75
1982 01 03 12	34905.6	67.16	129.2	0	4.87	4.87	811.43
1982 01 04 12	34905.6	30.09	318.6	0	8.15	8.15	896.47
1982 01 05 12	34981.65	0	327.18	0	1.21	1.21	367.89
1982 01 06 12	35225.12	0.16	247.28	0	4.53	4.53	460.72
1982 01 07 12	35251.2	0.97	297.05	0	10.94	10.94	1060.95
1982 01 08 12	35251.2	0	321.78	0	3.49	3.49	515.7
1982 01 09 12	35251.2	0	313.85	0	-1.53	-1.53	272.08
1982 01 10 12	35251.2	0	336.02	0	-12.8	-12.8	116.04
1982 01 11 12	35251.2	0.72	289.71	0	-16.67	-16.67	91.1
1982 01 12 12	35412.75	1.05	218.63	0	-8.06	-8.06	210.54
1982 01 13 12	35596.8	14.29	151.01	0	-4.74	-4.74	396.94
1982 01 14 12	35596.8	6.76	99.74	0	-3.35	-3.35	449.65
1982 01 15 12	35596.8	1.48	336.12	0	-6.27	-6.27	318.18
1982 01 16 12	35596.8	0.24	282.84	0	-0.29	-0.29	509.86
1982 01 17 12	35758.35	0.05	335.53	0	-8.21	-8.21	201.75
1982 01 18 12	35942.4	0.26	304.28	0	-4.12	-4.12	298.67
1982 01 19 12	35942.4	6.65	185.75	0	4.59	4.59	729.3
1982 01 20 12	35942.4	0.25	295.75	0	9.33	9.33	941.46
1982 01 21 12	35942.4	36.56	154.05	0	10.09	10.09	1051.54
1982 01 22 12	36288	6.99	82.2	0	4.9	4.9	776.79
1982 01 23 12	36288	10.7	125.66	0	3.36	3.36	702.31
1982 01 24 12	36288	0.17	359.69	0	-1.46	-1.46	336
1982 01 25 12	36288	0	208.21	0	-1.32	-1.32	323.59
1982 01 26 12	36633.6	0	367.32	0	-4.27	-4.27	301.88
1982 01 27 12	36633.6	0	359.01	0	-5.19	-5.19	227.51
1982 01 28 12	36633.6	0.01	248.89	0	-0.55	-0.55	391.22
1982 01 29 12	36709.65	0	353	0	2.19	2.19	451.61
1982 01 30 12	36979.2	0.25	300.36	0	5.33	5.33	702.91
1982 01 31 12	36979.2	43.97	94.96	0	9.65	9.65	1103.65
1982 02 01 12	36979.2	10.06	327.64	0	3.56	3.56	636.43
1982 02 02 12	37324.8	22.91	107.5	0	2.32	2.32	578.03
1982 02 03 12	37324.8	53.28	212.56	0	7.37	7.37	951.4
1982 02 04 12	37324.8	1.32	364.57	0	6.94	6.94	761.43
1982 02 05 12	37486.35	1.37	160.55	0	7.55	7.55	787.94
1982 02 06 12	37670.4	1.16	207.06	0	7.24	7.24	883.29
1982 02 07 12	37670.4	0.1	382.93	0	0.76	0.76	366.15
1982 02 08 12	37746.44	0	236.07	0	3.52	3.52	419.49
1982 02 09 12	38016	25.93	165.18	0	7.21	7.21	906.7
1982 02 10 12	38016	1.73	391.28	0	2.53	2.53	573.13
1982 02 11 12	38034.91	0.78	321.42	0	3.71	3.71	548.74
1982 02 12 12	38361.6	0.93	174.03	0	3.83	3.83	547.76
1982 02 13 12	38361.6	2.31	391.95	0	3.11	3.11	631.05
1982 02 14 12	38437.65	6.7	315.71	0	2.32	2.32	496.17
1982 02 15 12	38707.2	6.84	112.76	0	6.09	6.09	834.22
